,X,location,Weeks,CFR,TotalCasepm,NewCases,Age65Older,PopulationDensity,TotalTestpt,GDP,Vaccinationph,SI,GHSI,WGI,ï..iso_code,continent,Obesity_rate,Vaccinationph2,Count
4838,4938,Croatia,9,NA,1.134285714,1,19.724,73.726,NA,22669.797,NA,13.89,53.3,0.5,HRV,Europe,24.4,0,0
5291,5409,Denmark,9,NA,0.442,0.8,19.677,136.52,0.036714286,46682.515,NA,7.935714286,70.4,1.61,DNK,Europe,19.7,0,0
5590,5610,Dominican Republic,9,NA,0.089,0.5,6.981,222.873,NA,14600.861,NA,5.555,38.3,0.14,DOM,North America,27.6,0,0
5741,5818,Ecuador,9,NA,0.333,3,7.104,66.939,NA,10581.936,NA,6.945,50.1,0.03,ECU,South America,19.9,0,0
5894,5952,Egypt,9,NA,0.011571429,0.142857143,5.159,97.999,NA,10550.206,NA,0,39.9,-1.28,EGY,Africa,32,0,0
6495,6539,Estonia,9,NA,0.754,0.2,19.452,31.033,0.028857143,29481.252,NA,0,57,1.21,EST,Europe,21.2,0,0
6799,6919,Finland,9,NA,1.108571429,1,21.228,18.136,0.0572,40585.721,NA,17.85428571,68.7,1.61,FIN,Europe,22.2,0,0
6955,6975,France,9,0.0459072,1.154428571,25.57142857,19.718,122.578,NA,38605.671,NA,24.14,68.2,1.18,FRA,Europe,21.6,0,0
7403,7407,Georgia,9,NA,0.445,0.5,14.864,65.032,NA,9745.079,NA,24.99833333,52,0.25,GEO,Asia,21.7,0,0
7559,7598,Germany,9,NA,0.769428571,19.14285714,21.453,237.016,NA,45229.245,NA,19.84142857,66,1.42,DEU,Europe,22.3,0,0
7859,7920,Greece,9,NA,0.417166667,1.166666667,20.396,83.479,NA,24574.382,NA,15.275,53.8,0.86,GRC,Europe,24.9,0,0
8012,8073,Guatemala,9,NA,NA,NA,4.694,157.834,0,7423.808,NA,11.11,32.7,-0.34,GTM,North America,21.2,0,0
8910,8980,India,9,NA,0.002285714,0.285714286,5.989,450.419,NA,6426.674,NA,10.19,46.5,0.38,IND,Asia,3.9,0,0
9061,9128,Indonesia,9,NA,0.007,2,5.319,145.725,NA,11188.744,NA,28.7,56.6,0.18,IDN,Asia,6.9,0,0
9213,9337,Iran,9,0.095794439,6.355,205.7142857,5.44,49.831,NA,19082.62,NA,19.04714286,37.7,-1.32,IRN,Asia,25.8,0,0
9365,9502,Iraq,9,NA,0.250142857,3.571428571,3.186,88.125,NA,15663.986,NA,52.25142857,25.8,-0.99,IRQ,Asia,30.4,0,0
9516,9598,Ireland,9,NA,0.199,0.333333333,13.928,69.874,NA,67335.293,NA,11.11,59,1.32,IRL,Europe,25.3,0,0
9668,9680,Israel,9,NA,0.559428571,1.571428571,11.733,402.606,0.075285714,33132.32,NA,19.44,47.3,0.65,ISR,Asia,26.1,0,0
9823,9890,Italy,9,0.025495592,17.36442857,258.1428571,23.021,205.859,0.263142857,35220.084,NA,65.14428571,56.2,1.05,ITA,Europe,19.9,0,0
10128,10180,Japan,9,0.020248523,1.845428571,16.85714286,27.049,347.778,0.011,39002.223,NA,35.58285714,59.8,1.02,JPN,Asia,4.3,0,0
10729,10733,Kuwait,9,NA,9.068857143,7.857142857,2.345,232.128,NA,65530.537,NA,17.85857143,46.1,-0.59,KWT,Asia,37.9,0,0
11178,11248,Latvia,9,NA,0.54,1,19.754,31.212,0.072,25063.846,NA,8.33,62.9,0.81,LVA,Europe,23.6,0,0
11330,11342,Lebanon,9,NA,0.884714286,1.714285714,8.514,594.561,NA,13367.565,NA,16.26857143,43.1,-0.5,LBN,Asia,32,0,0
12367,12434,Malaysia,9,NA,0.753285714,1,6.293,96.254,0.109428571,26808.164,NA,19.44,62.2,-0.08,MYS,Asia,15.6,0,0
12970,13065,Mexico,9,NA,0.02925,1.25,6.857,66.444,0.081571429,17336.469,NA,1.588571429,57.6,-0.01,MEX,North America,28.9,0,0
13423,13490,Morocco,9,NA,0.027,1,6.769,80.08,0.0006,7485.013,NA,0,43.7,-0.66,MAR,Africa,26.1,0,0
14023,14118,Nepal,9,NA,0.033,0,5.809,204.43,0.0086,2442.804,NA,18.25571429,20.8,-0.13, , ,4.1,0,0
14174,14254,Netherlands,9,NA,0.6718,4.8,18.779,508.544,NA,48472.545,NA,5.56,35.1,1.6,NLD,Europe,20.4,0,0
14325,14436,New Zealand,9,NA,0.193,0.25,15.322,18.206,0.047,36085.843,NA,19.44,54,1.62,NZL,Oceania,30.8,0,0
14772,14784,Nigeria,9,NA,0.005,0.25,2.751,209.588,NA,5338.454,NA,11.11,37.8,-0.41,NGA,Africa,8.9,0,0
14924,14926,Norway,9,NA,2.054666667,4.166666667,16.821,14.462,NA,64800.057,NA,11.11,64.6,1.73,NOR,Europe,23.1,0,0
15076,15205,Oman,9,NA,0.998857143,0.571428571,2.355,14.98,NA,37960.709,NA,19.44,43.1,-1.03,OMN,Asia,27,0,0
15227,15274,Pakistan,9,NA,0.013714286,0.714285714,4.495,255.573,NA,5034.708,NA,26.05428571,35.5,-0.8,PAK,Asia,8.6,0,0
16130,16139,Philippines,9,0.333333333,0.026,0,4.803,351.873,NA,7599.188,NA,25,47.6,0.04,PHL,Asia,6.4,0,0
16431,16449,Portugal,9,NA,0.195,2,21.502,112.371,0.0045,27936.896,NA,5.56,60.3,1.2,PRT,Europe,20.8,0,0
16582,16669,Puerto Rico,9,NA,NA,NA,15.168,376.232,0.001,35044.67,NA,NA,NA,0.49,PRI,North America,NA,0,0
16705,16724,Qatar,9,NA,0.865666667,1,1.307,227.322,NA,116935.6,NA,13.89,41.2,-1.2,QAT,Asia,35.1,0,0
16856,16901,Romania,9,NA,0.119,0.5,17.85,85.129,NA,23313.199,NA,16.67,45.8,0.46,ROU,Europe,22.5,0,0
17011,17141,Russia,9,NA,0.015,0.142857143,14.178,8.823,NA,24765.954,NA,8.33,44.3,-1.06,RUS,Europe,23.1,0,0
17311,17400,Saudi Arabia,9,NA,0.027,1,3.295,15.322,0.004,49045.411,NA,11.11,49.3,-1.64,SAU,Asia,35.4,0,0
17462,17605,Senegal,9,NA,0.058,1,3.008,82.328,0,2470.58,NA,0,37.9,0.24,SEN,Africa,8.8,0,0
17613,17645,Serbia,9,NA,NA,NA,17.366,80.291,0.0045,14048.881,NA,13.89,52.3,NA,SRB,Europe,21.5,0,0
17915,17988,Singapore,9,NA,17.385,2.714285714,12.922,7915.731,NA,85535.383,NA,30.56,58.7,-0.06,SGP,Asia,6.1,0,0
18220,18363,Slovenia,9,NA,NA,NA,19.062,102.619,0.077571429,31400.84,NA,0,67.2,0.99,SVN,Europe,20.2,0,0
18523,18595,South Africa,9,NA,NA,NA,5.344,46.754,0.0025,12294.876,NA,2.78,54.8,0.66,ZAF,Africa,28.3,0,0
18679,18793,South Korea,9,0.006966338,48.41871429,500.2857143,13.914,527.967,1.474,35938.374,NA,55.56,70.2,-2.2,KOR,Asia,4.7,0,0
18980,19096,Spain,9,NA,0.946,16.85714286,19.436,93.105,NA,34272.36,NA,11.11,65.9,1.06,ESP,Europe,23.8,0,0
19136,19167,Sri Lanka,9,NA,0.046,0,10.069,341.955,0.000666667,11669.077,NA,11.11,33.9,0.01,LKA,Asia,5.2,0,0
19440,19472,Sweden,9,NA,0.866714286,2.571428571,19.985,24.718,NA,46949.283,NA,6.75,72.1,1.61,SWE,Europe,20.6,0,0
19591,19704,Switzerland,9,NA,1.715857143,6,18.436,214.243,NA,57410.166,NA,15.47285714,67,1.62,CHE,Europe,15.6,0,0
19896,20009,Taiwan,9,0.0284573,1.488571429,1.571428571,NA,NA,0.434285714,NA,NA,23.15,NA,0.98,TWN,Asia,NA,0,0
20346,20418,Thailand,9,0.023532669,0.568,1.142857143,11.373,135.132,0.111142857,16277.671,NA,0,73.2,-1.01,THA,Asia,10,0,0
21545,21577,United Arab Emirates,9,NA,1.830714286,1.142857143,1.144,112.442,1.988,67293.483,NA,10.44714286,46.7,-1.11,ARE,Asia,31.7,0,0
21700,21813,United Kingdom,9,0.057430799,0.973571429,14.85714286,18.517,272.898,NA,39753.244,NA,11.11,77.9,1.38,GBR,Europe,27.8,0,0
21856,21970,United States,9,0.060113636,0.075142857,5.571428571,15.413,35.608,0.002,54225.446,NA,6.748571429,83.5,1.04,USA,North America,36.2,0,0
22459,22572,Vietnam,9,NA,0.163,0,7.15,308.127,NA,6171.884,NA,47.22,49.1,-1.45, , ,2.1,0,0
3,91,Afghanistan,10,NA,0.153285714,0.428571429,2.581,54.422,NA,1803.987,NA,27.78,32.3,-0.99,AFG,Asia,5.5,0,0
154,291,Albania,10,NA,0.704,2,13.188,104.871,0.019,11803.431,NA,12.29857143,52.9,0.21,ALB,Europe,21.7,0,0
305,324,Algeria,10,NA,0.324428571,2.428571429,6.211,17.348,NA,13913.839,NA,3.971428571,23.6,-0.98,DZA,Africa,27.4,0,0
612,739,Argentina,10,0.083333333,0.116285714,1.714285714,11.198,16.177,0.016285714,18933.907,NA,11.11,58.6,0.57,ARG,South America,28.3,0,0
767,880,Armenia,10,NA,0.36,0,11.232,102.931,0.065571429,8787.58,NA,NA,50.2,-0.11,ARM,Asia,20.2,0,0
923,1064,Australia,10,0.03399804,2.379285714,8.714285714,15.504,3.202,0.287666667,44648.71,NA,19.44,75.5,1.43,AUS,Oceania,20.1,0,0
1074,1074,Austria,10,NA,4.922,12.85714286,19.202,106.749,NA,45436.686,NA,12.3,58.5,1.38,AUT,Europe,29,0,0
1225,1241,Azerbaijan,10,NA,0.620714286,0.857142857,6.018,119.309,NA,15847.419,NA,30.56,34.2,-1.5,AZE,Asia,19.9,0,0
1377,1497,Bahrain,10,NA,46.67328571,6.571428571,2.372,1935.907,4.461,43290.705,NA,30.56,39.4,-1.41,BHR,Asia,29.8,0,0
1527,1610,Bangladesh,10,NA,0.018,1.5,5.098,1265.036,NA,3523.984,NA,13.89,35,-0.73,BGD,Asia,3.6,0,0
1678,1690,Belarus,10,NA,0.554142857,0.714285714,14.799,46.858,0.522,17167.967,NA,0,35.3,-1.35,BLR,Europe,24.5,0,0
1832,1944,Belgium,10,NA,9.841714286,33,18.571,375.564,0.272142857,42658.576,NA,13.49285714,61,1.4,BEL,Europe,22.1,0,0
2280,2289,Bosnia and Herzegovina,10,NA,0.8044,0.6,16.569,68.496,NA,11713.895,NA,0,42.8,-0.24,BIH,Europe,17.9,0,0
2578,2630,Brazil,10,NA,0.053714286,3.285714286,8.552,25.04,NA,14103.452,NA,11.11,59.7,0.39,BRA,South America,22.1,0,0
2728,2756,Bulgaria,10,NA,0.59,2,20.801,65.18,NA,18563.307,NA,21.3,45.6,0.32,BGR,Europe,25,0,0
3179,3226,Cambodia,10,NA,0.076857143,0.142857143,4.412,90.672,NA,3645.07,NA,8.331428571,39.2,-1.22, , ,3.9,0,0
3329,3381,Cameroon,10,NA,0.054,0.5,3.165,50.885,NA,3364.926,NA,0,34.4,-1.1,CMR,Africa,11.4,0,0
3485,3598,Canada,10,0.006944444,2.351428571,14.14285714,16.984,4.037,0.049166667,44017.591,NA,2.78,75.3,1.52,CAN,North America,29.4,0,0
3934,4051,Chile,10,NA,0.721285714,1.571428571,11.087,24.282,NA,22767.037,NA,0,58.3,1.05,CHL,South America,28,0,0
4090,4181,China,10,0.037740886,56.45628571,101.2857143,10.641,147.674,NA,15308.712,NA,81.02,48.2,-1.45,CHN,Asia,6.2,0,0
4240,4349,Colombia,10,NA,0.019,0.25,7.646,44.223,NA,13254.949,NA,12.7325,44.2,0.19,COL,South America,22.3,0,0
4539,4635,Costa Rica,10,NA,0.772,2.25,9.468,96.079,0.00125,15524.995,NA,11.11,45.1,1.14,CRI,North America,25.7,0,0
4839,4925,Croatia,10,NA,2.693571429,0.714285714,19.724,73.726,0.072714286,22669.797,NA,13.89,53.3,0.5,HRV,Europe,24.4,0,0
5292,5300,Denmark,10,NA,4.784285714,12.28571429,19.677,136.52,0.154714286,46682.515,NA,23.54714286,70.4,1.61,DNK,Europe,19.7,0,0
5591,5719,Dominican Republic,10,NA,0.216142857,0.571428571,6.981,222.873,NA,14600.861,NA,11.11,38.3,0.14,DOM,North America,27.6,0,0
5742,5769,Ecuador,10,NA,0.674571429,1.285714286,7.104,66.939,NA,10581.936,NA,8.33,50.1,0.03,ECU,South America,19.9,0,0
5895,5933,Egypt,10,0.019294991,0.181428571,7.571428571,5.159,97.999,NA,10550.206,NA,0,39.9,-1.28,EGY,Africa,32,0,0
6496,6629,Estonia,10,NA,5.063142857,1.285714286,19.452,31.033,0.178714286,29481.252,NA,0,57,1.21,EST,Europe,21.2,0,0
6800,6861,Finland,10,0.029004329,4.434714286,4.857142857,21.228,18.136,0.125714286,40585.721,NA,19.44,68.7,1.61,FIN,Europe,22.2,0,0
6956,7101,France,10,0.016469083,10.588,174.2857143,19.718,122.578,NA,38605.671,NA,43.98,68.2,1.18,FRA,Europe,21.6,0,0
7404,7513,Georgia,10,NA,1.754857143,1.714285714,14.864,65.032,NA,9745.079,NA,42.19857143,52,0.25,GEO,Asia,21.7,0,0
7560,7636,Germany,10,0.001755926,7.411142857,141.2857143,21.453,237.016,NA,45229.245,NA,25.52857143,66,1.42,DEU,Europe,22.3,0,0
7860,7926,Greece,10,NA,3.906571429,9.428571429,20.396,83.479,0.055,24574.382,NA,26.45142857,53.8,0.86,GRC,Europe,24.9,0,0
8013,8066,Guatemala,10,NA,NA,NA,4.694,157.834,0.0005,7423.808,NA,19.84142857,32.7,-0.34,GTM,North America,21.2,0,0
8756,8846,Hungary,10,NA,0.434833333,1.5,18.577,108.043,0.009,26777.561,NA,12.3,54,0.32,HUN,Europe,26.4,0,0
8911,8954,India,10,NA,0.021285714,5.428571429,5.989,450.419,NA,6426.674,NA,22.09,46.5,0.38,IND,Asia,3.9,0,0
9062,9203,Indonesia,10,NA,0.020285714,2.428571429,5.319,145.725,NA,11188.744,NA,37.04,56.6,0.18,IDN,Asia,6.9,0,0
9214,9217,Iran,10,0.029795858,53.348,808.5714286,5.44,49.831,NA,19082.62,NA,36.24142857,37.7,-1.32,IRN,Asia,25.8,0,0
9366,9455,Iraq,10,0.077226631,1.014571429,4.857142857,3.186,88.125,NA,15663.986,NA,52.78,25.8,-0.99,IRQ,Asia,30.4,0,0
9517,9566,Ireland,10,NA,2.559428571,2.857142857,13.928,69.874,NA,67335.293,NA,11.11,59,1.32,IRL,Europe,25.3,0,0
9669,9676,Israel,10,NA,3.794714286,6.857142857,11.733,402.606,0.225,33132.32,NA,31.34571429,47.3,0.65,ISR,Asia,26.1,0,0
9824,9819,Italy,10,0.040968806,88.358,1019.428571,23.021,205.859,0.651714286,35220.084,NA,73.61428571,56.2,1.05,ITA,Europe,19.9,0,0
10129,10147,Japan,10,0.018146979,3.351714286,35.57142857,27.049,347.778,0.051,39002.223,NA,43.12285714,59.8,1.02,JPN,Asia,4.3,0,0
10279,10367,Jordan,10,NA,0.089,0.142857143,3.81,109.285,NA,8337.49,NA,7.935714286,42.1,-0.7,JOR,Asia,35.5,0,0
10578,10669,Kenya,10,NA,NA,NA,2.686,87.324,0.001,2993.028,NA,13.89,47.1,-0.36,KEN,Africa,7.1,0,0
10730,10777,Kuwait,10,NA,13.95471429,1.142857143,2.345,232.128,NA,65530.537,NA,31.35,46.1,-0.59,KWT,Asia,37.9,0,0
11179,11295,Latvia,10,NA,1.003285714,0.714285714,19.754,31.212,0.158714286,25063.846,NA,8.33,62.9,0.81,LVA,Europe,23.6,0,0
11331,11471,Lebanon,10,NA,3.903285714,2.714285714,8.514,594.561,NA,13367.565,NA,32.40571429,43.1,-0.5,LBN,Asia,32,0,0
11769,11819,Libya,10,NA,NA,NA,4.424,3.623,NA,17881.509,NA,5.56,25.7,-1.52,LBY,Africa,32.5,0,0
12368,12373,Malaysia,10,NA,2.243571429,12.57142857,6.293,96.254,0.205571429,26808.164,NA,20.63142857,62.2,-0.08,MYS,Asia,15.6,0,0
12971,13015,Mexico,10,NA,0.045857143,0.285714286,6.857,66.444,0.092714286,17336.469,NA,2.78,57.6,-0.01,MEX,North America,28.9,0,0
13121,13238,Moldova,10,NA,0.306,0.5,10.864,123.655,NA,5189.972,NA,11.11,42.9,-0.11,MDA,Europe,18.9,0,0
13424,13420,Morocco,10,NA,0.045571429,0.142857143,6.769,80.08,0.001333333,7485.013,NA,4.765714286,43.7,-0.66,MAR,Africa,26.1,0,0
14024,14025,Nepal,10,NA,0.033,0,5.809,204.43,0.0145,2442.804,NA,22.22,20.8,-0.13, , ,4.1,0,0
14175,14291,Netherlands,10,0.006572983,11.41971429,51.14285714,18.779,508.544,NA,48472.545,NA,8.731428571,35.1,1.6,NLD,Europe,20.4,0,0
14326,14373,New Zealand,10,NA,0.716285714,0.571428571,15.322,18.206,0.077428571,36085.843,NA,19.44,54,1.62,NZL,Oceania,30.8,0,0
14773,14921,Nigeria,10,NA,0.005571429,0.142857143,2.751,209.588,NA,5338.454,NA,11.11,37.8,-0.41,NGA,Africa,8.9,0,0
14925,15032,Norway,10,NA,21.31942857,25.71428571,16.821,14.462,NA,64800.057,NA,11.11,64.6,1.73,NOR,Europe,23.1,0,0
15077,15079,Oman,10,NA,3.34,1.428571429,2.355,14.98,NA,37960.709,NA,19.44,43.1,-1.03,OMN,Asia,27,0,0
15228,15337,Pakistan,10,NA,0.03,1.571428571,4.495,255.573,NA,5034.708,NA,28.7,35.5,-0.8,PAK,Asia,8.6,0,0
15378,15487,Palestine,10,NA,2.362,3.8,3.043,778.202,NA,4449.898,NA,70.368,21.9,NA,PSE,Asia,NA,0,0
15528,15554,Panama,10,NA,NA,NA,7.918,55.133,0.025,22267.037,NA,8.33,43.7,0.58,PAN,North America,22.7,0,0
15826,15829,Paraguay,10,NA,0.147,0.5,6.378,17.144,0,8827.01,NA,5.56,35.7,0.05,PRY,South America,20.3,0,0
15976,16086,Peru,10,0.654761905,0.11,1.75,7.151,25.129,NA,12236.706,NA,13.89,49.2,0.23,PER,South America,19.47,0,0
16131,16234,Philippines,10,0.216666667,0.061857143,2.428571429,4.803,351.873,NA,7599.188,NA,25,47.6,0.04,PHL,Asia,6.4,0,0
16281,16283,Poland,10,NA,0.162833333,2.666666667,16.763,124.027,NA,27216.445,NA,11.57333333,55.4,0.72,POL,Europe,23.1,0,0
16432,16540,Portugal,10,NA,1.502285714,4,21.502,112.371,0.034142857,27936.896,NA,8.667142857,60.3,1.2,PRT,Europe,20.8,0,0
16583,16608,Puerto Rico,10,NA,NA,NA,15.168,376.232,0.014,35044.67,NA,NA,NA,0.49,PRI,North America,NA,0,0
16706,16814,Qatar,10,NA,3.816285714,2.142857143,1.307,227.322,NA,116935.6,NA,13.89,41.2,-1.2,QAT,Asia,35.1,0,0
16857,16964,Romania,10,NA,0.443285714,1.714285714,17.85,85.129,NA,23313.199,NA,21.03428571,45.8,0.46,ROU,Europe,22.5,0,0
17012,17007,Russia,10,NA,0.069142857,2,14.178,8.823,0.3812,24765.954,NA,14.28714286,44.3,-1.06,RUS,Europe,23.1,0,0
17312,17337,Saudi Arabia,10,NA,0.168428571,2,3.295,15.322,0.090714286,49045.411,NA,15.07857143,49.3,-1.64,SAU,Asia,35.4,0,0
17463,17464,Senegal,10,NA,0.214428571,0.428571429,3.008,82.328,0.001,2470.58,NA,0,37.9,0.24,SEN,Africa,8.8,0,0
17614,17750,Serbia,10,NA,0.146,0.25,17.366,80.291,0.011,14048.881,NA,13.89,52.3,NA,SRB,Europe,21.5,0,0
17916,17923,Singapore,10,NA,22.93528571,6,12.922,7915.731,NA,85535.383,NA,30.56,58.7,-0.06,SGP,Asia,6.1,0,0
18066,18080,Slovakia,10,NA,0.443,1.25,15.07,113.128,0.0885,30155.152,NA,18.0575,47.9,0.88,SVK,Europe,20.5,0,0
18221,18310,Slovenia,10,NA,4.5286,3.2,19.062,102.619,0.370571429,31400.84,NA,11.90571429,67.2,0.99,SVN,Europe,20.2,0,0
18524,18533,South Africa,10,NA,0.0302,0.6,5.344,46.754,0.003333333,12294.876,NA,10.71571429,54.8,0.66,ZAF,Africa,28.3,0,0
18680,18674,South Korea,10,0.006273997,124.9507143,449,13.914,527.967,3.108142857,35938.374,NA,55.56,70.2,-2.2,KOR,Asia,4.7,0,0
18981,18989,Spain,10,0.015786817,9.888571429,136.1428571,19.436,93.105,NA,34272.36,NA,13.09428571,65.9,1.06,ESP,Europe,23.8,0,0
19137,19268,Sri Lanka,10,NA,0.046,0,10.069,341.955,0.002142857,11669.077,NA,11.11,33.9,0.01,LKA,Asia,5.2,0,0
19441,19575,Sweden,10,NA,14.31357143,43.85714286,19.985,24.718,NA,46949.283,NA,18.64714286,72.1,1.61,SWE,Europe,20.6,0,0
19592,19644,Switzerland,10,0.004921638,23.74828571,47.42857143,18.436,214.243,NA,57410.166,NA,25,67,1.62,CHE,Europe,15.6,0,0
19897,19904,Taiwan,10,0.022747887,1.841428571,0.571428571,NA,NA,0.565571429,NA,NA,27.11428571,NA,0.98,TWN,Asia,NA,0,0
20347,20352,Thailand,10,0.021231651,0.659428571,1,11.373,135.132,0.183285714,16277.671,NA,9.525714286,73.2,-1.01,THA,Asia,10,0,0
20645,20782,Togo,10,NA,0.113,0.25,2.839,143.366,0.1655,1429.813,NA,0,32.5,-0.74,TGO,Africa,8.4,0,0
20944,21040,Tunisia,10,NA,0.108,0.333333333,8.001,74.228,NA,10849.297,NA,14.35333333,33.7,0.21,TUN,Africa,26.9,0,0
21391,21391,Ukraine,10,NA,0.025,0.142857143,16.462,77.39,NA,7894.393,NA,11.11,38,-0.01,UKR,Europe,24.1,0,0
21546,21637,United Arab Emirates,10,NA,3.737428571,3.428571429,1.144,112.442,4.7886,67293.483,NA,17.32857143,46.7,-1.11,ARE,Asia,31.7,0,0
21701,21709,United Kingdom,10,0.022685316,5.586571429,70.71428571,18.517,272.898,NA,39753.244,NA,11.11,77.9,1.38,GBR,Europe,27.8,0,0
21857,21864,United States,10,0.063052935,0.894428571,77,15.413,35.608,0.016285714,54225.446,NA,17.72428571,83.5,1.04,USA,North America,36.2,0,0
22460,22467,Vietnam,10,NA,0.206714286,2,7.15,308.127,NA,6171.884,NA,47.22,49.1,-1.45, , ,2.1,0,0
4,33,Afghanistan,11,NA,0.347142857,2.428571429,2.581,54.422,NA,1803.987,NA,32.54142857,32.3,-0.99,AFG,Asia,5.5,0,0
155,292,Albania,11,0.037807963,10.50442857,7,13.188,104.871,0.131285714,11803.431,NA,66.53285714,52.9,0.21,ALB,Europe,21.7,0,0
306,352,Algeria,11,0.071415646,0.728428571,4.857142857,6.211,17.348,NA,13913.839,NA,28.97,23.6,-0.98,DZA,Africa,27.4,0,0
613,666,Argentina,11,0.052512154,0.693571429,6.285714286,11.198,16.177,0.022,18933.907,NA,25.39714286,58.6,0.57,ARG,South America,28.3,0,0
768,866,Armenia,11,NA,5.651857143,7.285714286,11.232,102.931,0.145142857,8787.58,NA,NA,50.2,-0.11,ARM,Asia,20.2,0,0
924,1025,Australia,11,0.017138708,8.115,40.85714286,15.504,3.202,0.763,44648.71,NA,21.02857143,75.5,1.43,AUS,Oceania,20.1,0,0
1075,1120,Austria,11,0.002211305,41.38885714,100.4285714,19.202,106.749,NA,45436.686,NA,44.31285714,58.5,1.38,AUT,Europe,29,0,0
1226,1318,Azerbaijan,11,0.05313147,1.572142857,2.714285714,6.018,119.309,NA,15847.419,NA,43.25428571,34.2,-1.5,AZE,Asia,19.9,0,0
1378,1452,Bahrain,11,0.004672897,129.3465714,17,2.372,1935.907,6.54975,43290.705,NA,30.56,39.4,-1.41,BHR,Asia,29.8,0,0
1528,1621,Bangladesh,11,NA,0.023714286,0.714285714,5.098,1265.036,NA,3523.984,NA,16.66714286,35,-0.73,BGD,Asia,3.6,0,0
1679,1796,Belarus,11,NA,2.202714286,4.285714286,14.799,46.858,1.383,17167.967,NA,3.57,35.3,-1.35,BLR,Europe,24.5,0,0
1833,1845,Belgium,11,0.006586849,50.091,117,18.571,375.564,0.937428571,42658.576,NA,33.46571429,61,1.4,BEL,Europe,22.1,0,0
1982,1999,Benin,11,NA,0.075,1,3.244,99.11,NA,2064.236,NA,16.67,28.8,0.27,BEN,Africa,9.6,0,0
2131,2149,Bolivia,11,NA,0.518166667,1.833333333,6.704,10.202,0.003,6885.829,NA,37.03666667,35.8,-0.04,BOL,South America,20.2,0,0
2281,2374,Bosnia and Herzegovina,11,NA,4.550428571,3.142857143,16.569,68.496,NA,11713.895,NA,28.37571429,42.8,-0.24,BIH,Europe,17.9,0,0
2579,2712,Brazil,11,NA,0.520714286,25,8.552,25.04,NA,14103.452,NA,30.75285714,59.7,0.39,BRA,South America,22.1,0,0
2729,2781,Bulgaria,11,0.07594171,3.896714286,6.857142857,20.801,65.18,NA,18563.307,NA,39.81714286,45.6,0.32,BGR,Europe,25,0,0
2878,2894,Burkina Faso,11,NA,0.17,2.142857143,2.409,70.151,NA,1703.102,NA,11.11,30.1,-0.04,BFA,Africa,5.6,0,0
3180,3280,Cambodia,11,NA,0.289428571,0.714285714,4.412,90.672,NA,3645.07,NA,24.20571429,39.2,-1.22, , ,3.9,0,0
3330,3350,Cameroon,11,NA,0.082142857,0.285714286,3.165,50.885,NA,3364.926,NA,1.588571429,34.4,-1.1,CMR,Africa,11.4,0,0
3486,3513,Canada,11,0.003748677,10.29042857,79.42857143,16.984,4.037,0.322833333,44017.591,NA,21.82428571,75.3,1.52,CAN,North America,29.4,0,0
3635,3736,Central African Republic,11,NA,0.179,0.5,3.655,7.479,NA,661.24,NA,11.11,27.3,-1.19, , ,7.5,0,0
3935,3937,Chile,11,NA,3.796571429,23.14285714,11.087,24.282,NA,22767.037,NA,11.50714286,58.3,1.05,CHL,South America,28,0,0
4091,4123,China,11,0.039320832,56.67414286,18.85714286,10.641,147.674,NA,15308.712,NA,80.75571429,48.2,-1.45,CHN,Asia,6.2,0,0
4241,4370,Colombia,11,NA,0.404714286,8,7.646,44.223,NA,13254.949,NA,30.29,44.2,0.19,COL,South America,22.3,0,0
4390,4437,Congo,11,NA,0.167,0.5,3.402,15.405,NA,4881.406,NA,11.11,23.6,-1.18,COG,Africa,9.6,0,0
4540,4564,Costa Rica,11,NA,4.273857143,3.714285714,9.468,96.079,0.043571429,15524.995,NA,34.92285714,45.1,1.14,CRI,North America,25.7,0,0
4689,4762,Cote d'Ivoire,11,NA,0.036,0.166666667,2.933,76.399,NA,3601.006,NA,12.5,35.5,-0.22,CIV,Africa,10.3,0,0
4840,4950,Croatia,11,NA,8.081571429,6.428571429,19.724,73.726,0.150833333,22669.797,NA,30.95142857,53.3,0.5,HRV,Europe,24.4,0,0
4989,5049,Cuba,11,NA,0.3392,0.8,14.738,110.408,NA,NA,NA,13.89,35.2,-1.44,CUB,North America,24.6,0,0
5138,5235,Democratic Republic of Congo,11,NA,0.016666667,0.333333333,3.02,35.879,NA,808.133,NA,11.11,26.5,-1.51,COD,Africa,6.7,0,0
5293,5350,Denmark,11,0.00226876,114.7517143,117.7142857,19.677,136.52,0.816,46682.515,NA,52.51142857,70.4,1.61,DNK,Europe,19.7,0,0
5592,5712,Dominican Republic,11,NA,0.674285714,0.857142857,6.981,222.873,NA,14600.861,NA,12.3,38.3,0.14,DOM,North America,27.6,0,0
5743,5838,Ecuador,11,0.065637066,1.261428571,3.142857143,7.104,66.939,0.0028,10581.936,NA,29.76142857,50.1,0.03,ECU,South America,19.9,0,0
5896,5989,Egypt,11,0.017629281,0.817428571,13.57142857,5.159,97.999,NA,10550.206,NA,4.232857143,39.9,-1.28,EGY,Africa,32,0,0
6193,6226,Equatorial Guinea,11,NA,0.597,0.5,2.846,45.194,NA,22604.873,NA,NA,16.2,-1.86,GNQ,Africa,8,0,0
6497,6636,Estonia,11,NA,66.14642857,27.85714286,19.452,31.033,0.741,29481.252,NA,23.01428571,57,1.21,EST,Europe,21.2,0,0
